Contract Address,Classification,Detailed Classification,upgradeable_PROXiFY,upgradeable_SWORD
0x810425566d1d3078b15a6f035b17886f18f3c54b,Not a proxy,No delegatecall found,0,1
0x16b2e9ee64dcdc47743575aa70d5ba6665f840c4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x07dbe6aa35ef70dad124f4e2b748ffa6c9e1963a,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x868277d475e0e475e38ec5cda2d9c83b5e1d9fc8,Forward proxy,No assignments to dTokenImplementation outside the fallback function,0,1
0xb3e8f910e831f1fbe8cb31488050deee97aa247a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x32260d3574e1c698eb728ac1e69dcf33f581c25b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0530525d4f9ae2c0bbcb87465993f8e4b951d2e5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfed89f8d27a55317885717dd529fa5b65d7eedf5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2b01dda189381d0f8b204ae6f01acfa89e36590a,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xedf69c9b01a8d8b4ce1975e18bec8a44ee8fd760,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3263b85a9e52cdae86e9b1560e2e04fb357c42ac,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x56c18967492a493c58f694a1b4d42ae150390634,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x162dacc4d0f0e3aefbfaed5e026e62c0899835f8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x02706fda07c272929655ffa811920aba270a1444,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbc7933c6600c1c66b23070bcab0cce3670d88eac,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1b026cf3c1e85e1ce786ccdc3e9202a3fdd1a1c3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa577cded3f4b049c8f7719d2a6e87755dffad5dd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2362843745615368f4ef0a43d7502353649c0783,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5f24d012556e579bb6b1d71036625a3e152dd35a,Not a proxy,No delegatecall found,0,1
0x9ddb9a77eb7adb561186dd38d230324aa07f3d71,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc9ef75cb4c0e3402529d12ed5ffc5206d253ad60,Forward proxy,No assignments to dforceSplitImplementation outside the fallback function,0,1
0x77a817077cd7cf0c6e0d4d2c4464648ff6c3fdb8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0d67dd5400d8c0ebf65cebbfa426384c072f062a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc704c9aa89d1ca60f67b3075d05fbb92b3b00b3b,Not a proxy,No delegatecall found,0,1
0xeaa415a1d661549cad7001e4a7159f014e3bd8bc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfbfeddbbeb251145540ad803636a99dfbbf29809,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf5a6115aa582fd1beea22bc93b7dc7a785f60d03,Not a proxy,No delegatecall found,0,1
0x23684569c0636c9aea246551879d457d0a0e6f58,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3a3ea944e76c5c19f698109679d887310fd01523,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9376e410d726014d423e92c8d490e3febd6fccb4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x98dd0cbd5d32ba198a445de0c4f0ae6b5b56261a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x46bb4576993f50302bb0d5f7440aeffbabfdbb78,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xec213f83defb583af3a000b1c0ada660b1902a0f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7e3c4230e047349a6bd5b154194115acd5b8ef83,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x111111125434b319222cdbf8c261674adb56f3ae,Not a proxy,No delegatecall found,0,0
0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,Upgradeable proxy,Variable local5 assigned outside the fallback function,1,1
0x2691b4f4251408ba4b8bf9530b6961b9d0c1231f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2b096314d5ec92e484c0a946c4219e7e68600c78,Forward proxy,No assignments to local4 outside the fallback function,0,1
0xd6feb5bc09bffe1b02dae9609566ff1453ad9083,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xf8944f07646e9b0f942dd54f665bfba23f3bc335,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x757b8edf033eeab10c3a9bcc75caec52fc79ca34,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xec98bb42c8f03485bf659378da694512a16f3482,Not a proxy,No delegatecall found,0,1
0x5774260ccd87f4fffc4456260857207fc8bcb89a,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xd6c13616771857f78dfae320d5ecdc843055c210,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf1f658789c3107734c1dde1195740bc340277370,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1337def1fdfdd82ba18083fd0627d4adb6cdc357,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x6ad0f855c97eb80665f2d0c7d8204895e052c373,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6a37023f78a0cb39688b2fcdca2daab10ae4470e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf145a9e7edc6d5a27bbdd16e4e29f5fe56671a22,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5235dcfc71267f08e118826d386993870687d4ac,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6d47cf86f6a490c6410fc082fd1ad29cf61492d0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xada857dd54ca3f94330b3fc86187f79d9dd9e9ca,Not a proxy,No delegatecall found,0,0
0x54ea38bfd410584e663ca05c715113f2fa8a3b10,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd005093694a2c2a2ca38f0bcd5e46f16bca9e619,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x84f0b803c7ea123fd1ee3e7dd7aa6552f65dac88,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa294a842a34ab045ddb1e6ee07c417a1e13c2edf,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf8ad7dfe656188a23e89da09506adf7ad9290d5d,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x9dd104f81776ca2cfe5d2472ea9b24240ac8a959,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc1a0a8b02351f7e3e2ebd9b5b6a80ff7cdaf93d1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8cc4e68bf8ddabe11bac80b776c2749f7849c016,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfad1b8822e8dc5a218e8224ee51dfc92806187b4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4a7644f6dd90e91b66c489240ce1bf77cec1175d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x91383a15c391c142b80045d8b4730c1c37ac0378,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x876e1e9d8c738446686936eca0425ddbee332165,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x40c2b3b06ff6c0e9984771277aa0a74bf98e843b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1287969821f9160c1af516af0ff18db2903386ad,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x8e6217dbfb6c810e8eb378789f06871af91bd108,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x60b94b79d80ffa737d897f9696514f409b06c5b9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x85f0e7f73d25d2f67144355fae30e79f8a443ebd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xeb1a33fc62f4c891e55a045ec285a23da9865e56,Not a proxy,No delegatecall found,0,1
0xd03a860f481e83a8659640dc75008e9fcdf5d879,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8e870d67f660d95d5be530380d0ec0bd388289e1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3f835ca9a57c8d8992744489d5e9e82d0b18a1f1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x62ae4464c6066e30d2060ef89a9197e5c6fd4a24,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x9fe12615e60564e0a97fce07f7725017fe5996ba,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe7949d663c7e76906ed266132e473f1f52bd81c8,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0x2dcf03328c14a9678f220582a27201ea0aea368b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3c66b3435cd6a9ae33bd171e062574ccc4fdb391,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5a209b1aea5c1d7991b7606421144051e84f80e8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5e60d73437accc3294a8edf59639c1dc1baf0d75,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0x7455e64768cc454b0f69397f36e3a79a2be7deaf,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5c159d164b8fd7f0599c625988dc2db68df14842,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xe445e067cb17b62b15f4883b66b69e05ea7b327d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1877feb5c9d9b4a0d7b531b975b6fb32a24c8383,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd2ac7e15c1243346bfdbbfb565082bbe1237fdc0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x16154f7e9de01e6b39dac3159805e9b1531ee3cf,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xba615fa326414f64afaf7306fa06fcf15f5318b8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5c156707b9ac8ed4a5793915ed16900d43f98958,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xda5ed43b9b6e36b4f27cc6d8c1974532cdbd55f9,Not a proxy,No delegatecall found,0,1
0x8e54954b3bbc07dbe3349aebb6eaff8d91db5734,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb4c4c40fa9706e07099f4103748ea41ae37da871,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x19e4d852c580e4b676d12569cbd6b3e5361fafaa,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x00a66189143279b6db9b77294688f47959f37642,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xce56f10d9dc0547b2ed77ae17f43dc2bbd8f8f11,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc8c8205297b0908b9d0b16aa95c8d0108d615d25,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x63c8dfbf943b11735eea035ed207eb11be1b67a2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x703cdc4fbc231121dcad23ac3a9ccd3febf7069f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x12eb092388b98e1ada4017ff920465bc7bad5ead,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x117807a3f18be3351903cdafb064e4a70544e913,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x7d5c743556cad76a8f9a199dcf1f86974e976ce0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8cdf40cc1a94e9ac89edd6e5bf88669f7b242968,Forward proxy,No assignments to local4 outside the fallback function,0,1
0x866f10e305f01d829dea993bac71ffc5a76efa06,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x90de74265a416e1393a450752175aed98fe11517,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xed5ed054b46bab6c5eca52552e76a01cfaa664e1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x508b1cd933736384114f2f66264f0f513558d8d9,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x3d9403e1e01966cf8c8f1cacbfed10cf96f994dd,Not a proxy,No delegatecall found,0,1
0x318b2456a711c5f35e9eaa2b9ee5734a3635fe96,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4d7968ebfd390d5e7926cb3587c39eff2f9fb225,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x894f3a40ab8051b350f85b3edeb7c7b83fcb6dac,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb79305d5b2d438d24789a4629d5d555c72a493fd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6f3a5dcc36eeee5bd8b9b5db3b6431187a8f1e17,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xe83bb64a6b157d266697f97d5a2178c4a9b2a00c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x57bf36a454dc9d631e247c93326e59a9a29598d4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x48f737504e794780b7424687b215521cecb0b593,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0a0e87a1de7fc595c5bb254cd9354c046ee4100b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf3d0f36015545d0f9e965c9a32ca69f5a7e301a9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb2c747aed3e54da0ad14d41b710cc40f88e51aa9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x502e90e092cd08e6630e8e1ce426fc6d8adb3975,Upgradeable proxy,Variable getImplementation assigned outside the fallback function,1,1
0x398d5d2de22e88556b1836b91c8a0ba8ad49b2b7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd4d496632b9af3122fb5ddbf0614aa82effa9f99,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xcc8d82f6ba952966e63001c7b320eef2ae729099,Forward proxy,Forward proxy with hardcoded address,0,0
0x332c8dcf4e770a819dd3362f9d7dc7ce97530d53,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe2612091ec3dbe6f40bbfd0f30e3b8e4ea896e53,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0xaa980dcbbf55359f217a786204cc4a3c4e5223f5,Upgradeable proxy,Variable local4 assigned outside the fallback function,1,1
0xcc092d2587a27bc6a85fc7d4e8b541827d038666,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x879327d27bb5188d46f0f352f6b79adaad640379,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6c2de5650f6a55ae7d3025367297b2e1ece2e035,Forward proxy,No assignments to var_1 outside the fallback function,0,0
0x93b1612921b91bc9572fee3c6bc64e71ab6ab217,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3d291c0f8cc7ec762ed70264e076252ba41731ba,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7cd7833930e7fb43fc4f221ebffe3efae39d1442,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc6f0514eb0025deadd461e106fe545a8b7db2e90,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x92ba756169aa6ff82a3d6ae8e4456a5883182fa3,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x3e0cbe5127290a02f2e336cfb22b867cea98b7d0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5bd4ebe2620dc82810e807d0f6338dac1a959691,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x98a78df1d6e8477bb905a622733fbf304683d404,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x92b1bb455cdd4a339cfc55cdf3f99a807f3dae4f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x060761f9cb55b174c51cab2d23653da57e50424c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x82de3959c09f665a82c794fafc1eb34cfcb555ee,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8aaaa0fbd779bfcc194a620c15db088e22352d34,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7844daec10812a2d81249be297223f6516d40856,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x9b7d9aaef003c0cba76a6556e0ebbc117144e9f9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbddc7ef8baceace16dce005102639a4bb86cb8c1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3997b8a2955853be40eb1c83719b51296112ded5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe5fd27c0a77d968119c9ac44fec0271b674a6f8f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa6e8e562a7253df0f93567e9430ee880535225bc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd9a3a0fa900eb9b0f1219143727c0ff1153e121d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x71a442f174ea408f762624981c07ca3f800aa72e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9930623d38f14eda18af6b912ae9fbcc8a5e911c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x892cb670fbaf36a385177f83399fd7abfacc9ab7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x11c54c385c060a504f746f82c9f4658f84daf995,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc08edf13be9b9cc584c5da8004ce7e6be63c1316,Upgradeable proxy,Variable local4 assigned outside the fallback function,1,1
0x7bd4c4291dc99a91ecbc6e32fc14df70fac99bf6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1a9db8f64b07243b2b559f3835549d747d5b988b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3bf13d76a5d625fc85486f73328926a64f226acc,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x463672ffded540f7613d3e8248e3a8a51baf7217,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x38a151a61a0e814e313b8af2374ec13e1e375dc7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8b2ef6d7d4cc334d003398007722fdf8ca3f5e55,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x220564c9bd38aa1240c3507007970d9e30c0657d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf995b09e68cea1cea64d144f5213540e1cb9d28a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe3876639eae7cd607443a706a26079fbcb145d49,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x00319f722bd546182cb2c701ca254146d3f084fc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4fceac92798874b87b7a7740a0063b4d7cdf1578,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x9cec8f12b9fa69b4872efa64372a8e00ffcab32a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x26653c1a589749396189b6a96b4cdf00b4bb5275,Unknown,Failed to decompile bytecode,0,1
0xbbf51be40c51f7d4025ad980a80303d5247d2509,Upgradeable proxy,Variable proxyImplementation assigned outside the fallback function,1,1
0x0468ec834a7275309bf8b7362305afeddc9533f7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbd53450702a341f356d609d76044db8a06e200b3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2becd59f85e3d549e7460af88076fe7cb824a571,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1483f09c693a594a9545a95aa3a927ad717ba399,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x9a94a815f56d00f52bbad46edc6d12d879df2635,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xe5859f4efc09027a9b718781dcb2c6910cac6e91,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xf593a3eb8552b2bee4cb5650131df2c14bc9a440,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x04b272a21d9a0f0ae0cae2015e9c909596b82a4d,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x08388ed97cf681856a2dbbaed9845e2267851b63,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa14ea0e11121e6e951e87c66afe460a00bcd6a16,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbe59e75a8360ff410bc393cc38593e2fda418e4f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xadf03129e34394ba45bef8ab37d0f71be86e7ff1,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xc5382ec28fcd80425cdf957baa86de50b1948f35,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xbe47b65f62f9c18c33ea4823b520ae3df941be5a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe7e807631f3e807ae20d0e23919db8789680104b,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x41e5db6ddfa6ef481cf03ee3b996d8c8d1e201cb,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xcd312e2496f6b9d1a52c762e19240f3c4c41eb5f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa9e6336b1bfc38194d1bc7786854d5a56180c0b1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x13a29398130853131ee6d3177cfe4a27c52a2a56,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3c56d5e887d8fa7ae1ba65bf7eccc25ec09eaf18,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2ecf8d543ec41fc669fcbc8d8f60fe2f9966147a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3ce92b88deaec1037335e614eb6409c95edcac76,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe41058d378b972c48f5bcbec2b39a8b1f8964706,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xfcdfa1fb7a63d60de040ed996706053015f4d580,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8f7ba79f7deb23331c1a42561aa72b1f0c0ec5c0,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x94e22400dcf245245c483714c12f11f29cd3617d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4dc724737e6db6f3e9ad289606dee5cabe19ff80,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc1e5fc5b761e82174a3c23ec5b21887c9510c7ab,Upgradeable proxy,Variable token_address assigned outside the fallback function,1,1
0xdd0948cad855eb5d5a114771b67aa2d7f4dd2e6c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xce43450785eaf4c5962b6109432761a1af08e4fd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x10a6a5ad6b3788a9deeccfd2a2eeed8333448844,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf3f4db859c9c3434e3140b9de9a134350cfa0c44,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8860b076bdd6640f2fe5c9157e5b5c87561b268f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x13e14b67600fd96870059e9a5c82df9161157b81,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb8e2848acc67c3ee39ea336d40e0803b98496b9b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x69bd16ae6f507bd3fc9ecc984d50b04f029ef677,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x9ba5ac807f32e384e8c7c7c74ca28c660900b652,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x96cd7cdab466fd6617c8e530334528c79fcc9ded,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf207031685a0507894f6a210ee90cd1f60202e7c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xcedf540d158eb62dfdcde8398c3037b54705bceb,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x82e728594b87318e513931469a30713fef966c8e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb6c4267c4877bb0d6b1685cfd85b0fbe82f105ec,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc9d92014684558b35c4aef0f0bc9d3098bc91f13,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa336a449b155249654bfe129875d6c3cfd82a16f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7a43b06ed73fcd3707f1a681ca645d758a51ee52,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5593143eae5000983bb015b2e0ac35c125b3376c,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0x0000000000075efbee23fe2de1bd0b7690883cc9,Forward proxy,No assignments to local4 outside the fallback function,0,1
0xf19532a791a2eac4c1be5716831d5b948e5fae2f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x06dd71dab27c1a3e0b172d53735f00bf1a66eb79,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xad4bb631aed334ebf8e5bbbc3f6a2590c9b7d774,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xae7d62fb6a305e6d9e9f8c43bbb41093c2be52f6,Not a proxy,No delegatecall found,0,1
0xccb2e94a6dda6190b914dc9620184ad7b2e02a43,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0f3c1dbbb58361a606463ce1783375ddd82a3713,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3403203e67e2f690f07fa0c22d2ef8f060dace51,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2cac4e08624677540ac27e3670708498f95e9f7f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb6317dcb0c60c1ae9284b34057d573b4e93a072d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfed9e343ca601074a4d94934738ff1c8010f3fc5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7c175a3fd4d2f14e40ac418a1e004dfc8edd3ba8,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0xd9e89bfebae447b42c1fa85c590716ec8820f737,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf4413801d9ec1731f8e66f62645269abbbc5ae96,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x13fc0a6ac946a6d1c29ff0b7266d6138d83215db,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1f41e42d0a9e3c0dd3ba15b527342783b43200a9,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x7060e36bb9eb983e65dab5496318e87cd07b020e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x59d39e14cc735b39746c94351e7fbdd92c8d0d3c,Not a proxy,No delegatecall found,0,1
0x2ac34f8327aced80cfc04085972ee06be72a45bb,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
