Contract Address,Classification,Detailed Classification,upgradeable_PROXiFY,upgradeable_SWORD
0x323421409d2213c7607c254519394a4353fdb969,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2d4cf6fd010e54f9ce0fc35517e43a72522c7b15,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf311b1258d0f245b85090e4fb01f2277cb2328ad,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5ad7bbb48b852c1c798bdb99911cbd59a5bfacfe,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xc167bd122aa424030ea13b72a8bd693ae77d034c,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xbec2e87de071851c9df6cc9b44cef2836f69db77,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9e2fb57d08ade7a907be0e712cf854eb882e39d8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6a7c8e4240eeb2173658716ab2eee50a249b6fa0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5dacb148fca727ccd871e8c86ba3c319ebfd3b89,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd83c569268930fadad4cde6d0cb64450fef32b65,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x823647134777c9ea23773bb278628be20ced6c4d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd037695489a267abe43027e3e6f074063307357e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x57ead0a9f49fafdd2447f615b036f3c316af5171,Not a proxy,No delegatecall found,0,0
0x0a94f21a89b7f5434c466b26fd2185ff371ac2dc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb81fa24b359289b7bc8552db6a2a606fa8b5b61c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6b646c8377c318307e41eb3134900cf7592257c9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd12d68fd52b54908547ebc2cd77ec6ebbefd3099,Forward proxy,Forward proxy with hardcoded address,0,0
0x2268752e0834731c10c0b07330e1c7dd3d74ba15,Not a proxy,No delegatecall found,0,1
0x0f4245b644c175d59cc4f69f9ba55e521e275132,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x077539371bfa52a4194de833174d85ce218dbe3e,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x6636dab0135e14ef39fb3a6c21ee6b9fecfd98d6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x443a024a95a3ae20b6aa59c93cc37bf7a3bef7b2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd1917932a7db6af687b523d5db5d7f5c2734763f,Upgradeable proxy,Variable local6 assigned outside the fallback function,1,1
0x006be10c718c78f5c4d4e767377ea6d9dfa8dd06,Forward proxy,No assignments to local4 outside the fallback function,0,1
0x4013f4366beeccb04d2462b061b0c78499ee8ffd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf3d22b81df85d586506bcc52aa5426fe182ff9bd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe2a7d2d607157fe8029295a5d8648f9ced933631,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2f7b618993cc3848d6c7ed9cdd5e835e4fe22b98,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x449a4cc3add5f87be6a4ea902f622caa96287baa,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x45fa88158d249ee7fcc6ae818cda9dda8ed79ae5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x24cdb867fbd1fd60302ce450aa24d7f47399db60,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2bd086e46af30edb0039b6b0b528f8218151c898,Upgradeable proxy,Variable getImplementation assigned outside the fallback function,1,1
0x932532aa4c0174b8453839a6e44ee09cc615f2b7,Upgradeable proxy,Variable local5 assigned outside the fallback function,1,1
0x80e35a4de13b2c4fad5f46e18bc4d3ec19c73a2d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbb4e7b7996e0d2f4d2fbe61406ee3b2a42cd7418,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x558fe08d6477aec345ceae540958635dc6790677,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe67283b8e8653985d7286ee147af44cd37c62623,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7dd474dce035debf073dcb9c188584d761b1d024,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x30929228931464ee18af52b9f655f8176555b6e7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xef9481849fb31d8a0245e6c3bf70028f3f63f226,Upgradeable proxy,Variable local4 assigned outside the fallback function,1,1
0x98d30653578d2ce6b3f0ee54a26f21e12449f303,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x00815e0e9d118769542ce24be95f8e21c60e5561,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x429d83bb0dcb8cdd5311e34680adc8b12070a07f,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa860a99ba32f1768a4b46d898beae303637f0bc7,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x30392694c25fbbe5c026cf846e9b6525a2ac3ec8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4cdbd3d80036a05a3162d492287a0960dce4a385,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x935d1fc48fd6c1d1bc3b3e242306582c3963ebad,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x01acb181f08a476dfa2b3edf42308c5e9c33fdae,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1d496da96caf6b518b133736beca85d5c4f9cbc5,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x230ae7a344b8c6f65e22a1b02d028362573d07c2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6fc19f348322b1edbbf903b10f3cad67c50048bd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3d1333e56e086686701cd7bf8194a1ab6a5469ac,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x049e119413ab1f1b0fd836e657e3e4ba3ad9cab8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa81f77e8988b28fb74243b907ace3c83353dc80a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x160b1e5aabfd70b2fc40af815014925d71ceed7e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2aea1dd37ceb5049c22b6301e08977cf68e68607,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3c00b7150e8030bb18c14d3d39a537a24a541f99,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x73ebb09dde98fbf0802c7990c9d2b235804a4fa9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe641c54cd0e20c1a19cfb3e45891f42d63d13ef9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf287de2ae9c655ab9c10dddc8eed4e61969d4a5b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf5d23e488794860887e492ba9210bc9a103afa18,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x633fb4d38b24dc890b11db2ae2b248d13f996a79,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb96d7fb6bfc52efcfa7ff79c2f0bafbbaec228f8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5,Forward proxy,No assignments to getAddressVars[] outside the fallback function,0,1
0x5833e0b0ddd01e2a70e18cf6c6288ca8802a42e8,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xc2d809ecbad42b13d7d431adbf2abd7039cf5977,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xba223fcd350062711f309bb81bc278f786a1f65e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb66b096866e6783805adbe3664f64c68022e7e17,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf8e4abf498235fa8fde2f6a04c21db7877957c47,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x30647a72dc82d7fbb1123ea74716ab8a317eac19,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3e234f99e500c6698c6ec63f1969d3f6883493b2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2069fa2972b597c4d3cc3cf581c3551b444118a0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9e0931bd8087aecb770fd33035a8c66a0f1d5c60,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa4b425f4f96cd1328a3dd494a51a49f7b829cb62,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xaf8a1dc4bb300270d8a3ff56616fe4fbbf9c2afc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6a2469944d3f0aa54531dfa6dcb4350f4a150b67,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf44c58e703070d4ce7b2440533f29f62713ee071,Forward proxy,No assignments to local4 outside the fallback function,0,1
0xf005e6943a3ab55800de6a32cafad965203b3b3f,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xe6cc0d45c4e4f81be340f4d176e6ce0d63ad5743,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x4b9e5fe882b2fbb3e098c9a25a8ce66135ed2be4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x54fe8b1a8fcdce251d9e955563ef2aed96619718,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc841811947d2753e24d10f3bb38e43be27dfaeb6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5ae3e6f37c99f591ca63f36f383f77b83639b232,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbad004c67729be801a1f3d3efdd3d6c20c20a174,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5b54fe401b659be2f588d74fc46103b08b823ff8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa99289f6742c3f4da809c51dfc6600b12849b20b,Forward proxy,No assignments to local4 outside the fallback function,0,1
0x0209ce3516587cc4a22b54c024b2ee724c117036,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x806690b7a093d2cf6419a515abedb7f28595bc5e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf55f928e500b21127705800aef4aa25ac697aa89,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9cbd5a755cd066a9b5ff52c350ca501497f57336,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbb791bc6106e4d949863e2ab76fc01ac0a9d7816,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x95826c65eb1f2d2f0edbb7ecb176563b61c60bbf,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xcc6aa4015edd255a69b7614697af947162d567fd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x77fcb9ed5e26546564d37330265be6aaf6216fef,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xeee4a506c662aa1b5581149fdc4e53862359d292,Forward proxy,No assignments to local4 outside the fallback function,0,1
0x89b77a4dd2ffccb8289d576ba49912c8dbca15a7,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x431698a4bc61c512261fc63add3eb2b0863fa709,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x641ad546748fc7ac3362632defb6a4115e7da032,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8b9b98feec18b390cb82c33a55a78e81151cc6ed,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x546a135b2c2fe2bf1edbb4813c3b9b1164094ee0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9d71eca535236f956124f0243cfed3f8d637fd68,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x636a3141d48402d06a907aa14f023e8f5b5d634f,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xb9afb207320b9f2d401c6022957307c20b0b5e48,Upgradeable proxy,Variable local68 assigned outside the fallback function,1,0
0x844718b95869710a96527765f8dec8810a6924d4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7de2b6745c3a4ab23de9b459f0639e049c275fd0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf8ac5743ac5b18070762cc32c4a6140c74d1e3ef,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0x7defd41888692cdd14820266f70506990d7bd216,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1f639e08befce1dea5d675b98c33d74996012a84,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x44148fdd9c9b502e7ae391f1d3c2dc22d62c09b3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x01ed6b2766fd1073b402e71a336cbaecadaae48c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfdd543ed2701deb2a172df4876e60918e28ba217,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xaf456c16386a64fd4f4b69af13a86df0b562aa00,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x61cc4738401936e3f3d23611ee341ea95c0eb9bc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbf8f642644387b871a33c88dbaf3b6c8ec74ddd0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4a1db1005cbc5684aa51e7a4eee06db0298e70f6,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xffe7361b401af1954641732afc28811ac701e7e1,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x64d506ba9ba0cc9f0326cc72f134e754df0e2aff,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2c6b9bbb0b17cf86b687f418f1d34fa92d15f6fc,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x9984d588ef2112894a0513663ba815310d383e3c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc6e797f98c948b2ec4c6339d2062d4f5dc1db335,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0x80334765d437e8e6eac5377fb37a0028d71e0167,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbd0aeda3143e463cbea8dc24626a352869011575,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb3413b9b98615a6637d692d6b0e1772f9b7c9d78,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xf34842d05a1c888ca02769a633df37177415c2f8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe6bf65e5a94bf8b3b3e0045bbaf9c1cb24368427,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x6cf29c515a33209c6eca43c293004ac80c0614f0,Not a proxy,No delegatecall found,0,1
0x67d26e94055220fbae2805a3b86e5efb78054c53,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xa075db6ea4db99052f7283292d62089b416963fa,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6d52de003033bba19eed8463c1f956bd9d9cce65,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x3b6c03b232f87aee2ea6561ec7bf080a7710d667,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb80f0d1a9e53d21b6de36040f5d44d67cfbc9743,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x97cf7aa739457a27556bc32c8380f897f2fc9776,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x314337900b28afaa04765e59f37f348aa43a82cc,Upgradeable proxy,Implementation address can be modified,1,1
0xdee8f11912ef89f6a4770b6540bf6ed39ea932fd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x567c1ad6d736755abcb3df8ef794b09bb7701e66,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x46527e89389ccdf797e030045275d6f4d8956a79,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xede9668b7088e048c6fc0ea59d1cc1c3c3347a17,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xaf9700fca16276cd69c4e35feecc66d1116826cc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x37970587e32cdbc0ebd499b7ab5e4537cf63024a,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x8185bc4757572da2a610f887561c32298f1a5748,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc4d5c69439e028b9bc86af0ae5c038990bfac43c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x63feb162fa524f77c82ce74f243536ed235023b2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0fe4283e0216f94f5f9750a7a11ac54d3c9c38f3,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x979515031c80e0c635a263419fc0fb79a44a88d4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x86c8b56d124c2a8e7ea8a9e6a7f8ed99dde5cca8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbea33b5d36a31c065ede9eba85234bd0bd64c1f6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf3ae35e4ff70f1ad399f3844f9bb36bdf0d64880,Upgradeable proxy,Variable local4 assigned outside the fallback function,1,1
0x5e7fa43f3b46dfdb8a77d76490b41f48d23bf918,Forward proxy,No assignments to local1 outside the fallback function,0,1
